FID,ID_LINIA,CODI_LINIA,NOM_LINIA,DESC_LINIA,ORIGEN_LINIA,DESTI_LINIA,NUM_PAQUETS,ID_OPERADOR,CODI_OPERADOR,NOM_OPERADOR,ID_TIPUS_TRANSPORT,NOM_TIPUS_TRANSPORT,ID_FAMILIA,CODI_FAMILIA,NOM_FAMILIA,ORDRE_FAMILIA,ORDRE_LINIA,CODI_TIPUS_CALENDARI,NOM_TIPUS_CALENDARI,DATA,COLOR_LINIA,COLOR_AUX_LINIA,COLOR_TEXT_LINIA,GEOMETRY
LINIES_BUS.fid-42611e8c_196631efc1c_507f,2999,220,D20,Pg. Marítim / Ernest Lluch,Pg. Marítim,Ernest Lluch,1,2,002,TB,3,BUS,7,5,Diagonals,10,220,1,Tots els dies,2025-04-23,93107E,C987BE,FFFFFF,"MULTILINESTRING ((2.1945721433270453 41.385652122773884, 2.1943576598168635 41.38583280883166, 2.194376437897985 41.38595204678908, 2.1952386251346736 41.38659812326203, 2.1953503571517206 41.386629367478754, 2.1954621982241465 41.38659836130323, 2.196730219202093 41.38564122724568, 2.196753224024829 41.38554256606354, 2.195564906305557 41.384656238548025, 2.1920291859692536 41.378940322598794, 2.19192100226135 41.37889604811577, 2.1882565178980116 41.378085224663565, 2.188167647888222 41.37809419125283, 2.1867573670814324 41.38161697971631, 2.1865888315048205 41.381888988000796, 2.186456849352264 41.38201355769968, 2.1862791432918054 41.38211619509502, 2.18603661790193 41.38218889242526, 2.1854745377436116 41.38227831738972, 2.1839340136748 41.38303220475311, 2.183834062563999 41.383064067663994, 2.1836724250237673 41.383059391042316, 2.183535798607328 41.38299417173986, 2.1833239819445764 41.3827452508917, 2.183190809030842 41.382483304113606, 2.181497658429985 41.380444307985314, 2.1781175159908277 41.376264867554404, 2.1780162419568754 41.37620002006112, 2.1776667310296483 41.3761410926323, 2.17743907371358 41.375986536756166, 2.177335362455519 41.37579242203196, 2.177310542157295 41.375426331325606, 2.176611787595513 41.3745602073981, 2.176447126652276 41.37447738562576, 2.1760840324750093 41.37448843494975, 2.175730970245583 41.37446163317065, 2.17529942293693 41.37467674236161, 2.1746624600598 41.37473514196557, 2.172930454106575 41.3748531995173, 2.1696611757465236 41.37501691384382, 2.1521473675769442 41.37507499446969, 2.1513910523938096 41.37515981434497, 2.1498785255747968 41.3751675565085, 2.1496744554120264 41.37523201204492, 2.149366086439226 41.37542949477824, 2.1491547849620503 41.3754742955776, 2.14893672143398 41.375455236641365, 2.14848861292697 41.375250083293935, 2.1481560512974642 41.37518685897156, 2.1253289023374915 41.37564225949739, 2.1252434442320163 41.3757077256177, 2.1252532883382806 41.37607375818206, 2.125216988542594 41.37619834476483, 2.123321276079629 41.379071118865276, 2.123194909071972 41.37913053417192, 2.123086428627869 41.3791047122651, 2.1210854532817 41.37776642353434, 2.11797040530484 41.37590572887437, 2.1177112227887864 41.37581596506506, 2.11257741731326 41.37590714829651, 2.11239728008675 41.37602836468032, 2.1114390340795444 41.37735832208523, 2.1111808274660975 41.37738708432069, 2.1110488633046 41.377358845043645, 2.110916246927863 41.37725671937033, 2.110898358395169 41.37715343596317, 2.110981967048624 41.37701425818542, 2.1111220724874404 41.37695126402845, 2.1112417177566916 41.37695181306603, 2.111501487507096 41.37701474885921, 2.111654234162034 41.37697797033548, 2.1123333705934613 41.37603963822128, 2.1125389300121977 41.375877088858495, 2.1126782286763324 41.375829217044, 2.1138815351153437 41.375816380098264, 2.113961526718286 41.37583763796488, 2.1140266287041247 41.375961968431085, 2.1138511320431927 41.376223904988635, 2.113835583357701 41.37640174758515, 2.113989446961294 41.37665257130415, 2.1141863348801424 41.37685703447769, 2.114598664314901 41.377136979641115, 2.116117469659387 41.37789824429896, 2.1161872580210246 41.37790996728705, 2.116293416941097 41.37786570837545, 2.117225093156966 41.37592700756824, 2.117359789464251 41.37578285012176, 2.1175065441290073 41.37573592044405, 2.1479924353645248 41.37511367837898, 2.1484101108734093 41.37497816884083, 2.1484982718048715 41.37490991309933, 2.1486834077742385 41.37466407005028, 2.1488454907260395 41.374580426147645, 2.1490154048041634 41.37453450939835, 2.149279786718202 41.37458606726007, 2.149933660714733 41.37487561493947, 2.1504893533901575 41.374936868305646, 2.169988919343373 41.37487358847397, 2.175279959522829 41.37452573563412, 2.175430175826366 41.37445202164028, 2.175518867703775 41.374334657811666, 2.1755341519963616 41.374184773609294, 2.1754524527831403 41.37387404092123, 2.1754724948153807 41.37374134114498, 2.1755715508189546 41.37355592739762, 2.1756773013366497 41.37345498919948, 2.175892549615438 41.373339918014544, 2.176294493452155 41.373268742552625, 2.1764651381925835 41.37331297397955, 2.17668865271195 41.37342717542998, 2.1768258493359744 41.373554171729815, 2.176922719154729 41.373713829258186, 2.1769496609735803 41.37398342847533, 2.1769063485277123 41.374115403727686, 2.176765660708616 41.374327111292544, 2.1767988999578067 41.37447364041997, 2.177540575645621 41.37541853446957, 2.1776075208436567 41.37547060775506, 2.1778302514252275 41.37555091499133, 2.1780028262584747 41.375684674873725, 2.1780775550398714 41.37583482351841, 2.1780957710609754 41.376135922532384, 2.1781376355581394 41.37622641382251, 2.1819275698090803 41.380925716951644, 2.1832635621984755 41.3824744883063, 2.183365740766185 41.38247295203322, 2.1847425394909368 41.38184402775864, 2.18657501790319 41.380967905875394, 2.186805751544911 41.38082272153568, 2.186950670477964 41.380667409938475, 2.187053404690585 41.380487398953655, 2.187727411748754 41.37879693596958, 2.187801818035973 41.37868746966852, 2.1880278435826757 41.378110977516265, 2.1881025764193227 41.37803960620259, 2.1882207782103142 41.37802127140681, 2.188537949184867 41.37808782052679, 2.1919942192677864 41.37884350741807, 2.1920869764593425 41.378886763849835, 2.1956893792776584 41.38469966783505, 2.1956906187038574 41.3847614823153, 2.1956280234760865 41.38485277991681, 2.1945721433270453 41.385652122773884))"
LINIES_BUS.fid-42611e8c_196631efc1c_5080,3025,240,D40,Pl. Espanya / Canyelles,Pl. Espanya,Canyelles,1,2,002,TB,3,BUS,7,5,Diagonals,10,240,1,Tots els dies,2025-04-23,93107E,C987BE,FFFFFF,"MULTILINESTRING ((2.1497672532744514 41.37743565837239, 2.148306746239103 41.376343941990584, 2.1481579740461094 41.37630362037865, 2.1479724192582634 41.37637243229121, 2.1429428892560707 41.38016117313618, 2.1429395777063074 41.380227182658, 2.1430555165301004 41.38030222443243, 2.143741556755284 41.380556908095826, 2.144274851186196 41.380792005310845, 2.144352957823243 41.380938075231256, 2.1443091959867324 41.38101496256014, 2.1427965143804975 41.38214147964728, 2.1426776151430484 41.38229617243926, 2.142638919423413 41.3824725218511, 2.1428717928491436 41.385850588880594, 2.1430578779010463 41.387140814205225, 2.1435228548144027 41.389201049086665, 2.1438521682623946 41.39046780120018, 2.144063192615475 41.391125260767524, 2.144131923588874 41.39118170826396, 2.144233637450856 41.39118204986608, 2.144675157635591 41.390872841734975, 2.1448328887787738 41.39084642322197, 2.144986871841955 41.3908833535001, 2.148262250532684 41.393257532782826, 2.1482946419889504 41.39329884659972, 2.1482752476763736 41.393367970876724, 2.1469826141758266 41.394344895534005, 2.146976849417755 41.39441991236675, 2.150990908065426 41.39695314181594, 2.153173833276899 41.39838099779554, 2.153238487598308 41.39847809671391, 2.153203558204872 41.39860988079781, 2.151509006397654 41.400294383379986, 2.1513224392249892 41.4005451102914, 2.1512473434358284 41.400733146739434, 2.1512803040057444 41.40123443164963, 2.1512000413030705 41.40151707171062, 2.1500108949707415 41.40307059557022, 2.149976924787449 41.40323091236031, 2.1500751928189348 41.40375276618003, 2.150382480066721 41.404124728402735, 2.15042841344415 41.40437159333153, 2.150034277379279 41.40539364669264, 2.1501006604226083 41.406022811190155, 2.1500415770942602 41.40613407891076, 2.14961594743472 41.406498528408086, 2.1495879957234805 41.4065719570961, 2.1496119576867656 41.40664683117391, 2.150771298501721 41.407667743600705, 2.150882807658917 41.40781190100175, 2.151242304855302 41.408046732686856, 2.154637660489213 41.409274435125155, 2.1549433853348408 41.40940883709649, 2.1558779385467775 41.409976813331696, 2.157525852751468 41.41111109207216, 2.1576660334496407 41.411110398395024, 2.15812551726602 41.410625814130825, 2.158186104736119 41.41060120990246, 2.158273300200621 41.41061259697513, 2.161538487147817 41.412340661251115, 2.164583556723348 41.41402716118219, 2.165882053622984 41.414675196382056, 2.16641456743721 41.414827018656254, 2.1666103857167656 41.41495524342501, 2.166854927053482 41.41518574904896, 2.167219032199773 41.4153693072726, 2.16802354418138 41.41569310519195, 2.1682566219943906 41.41570271567072, 2.1689944261205145 41.41559213467369, 2.169321895281434 41.415634175557734, 2.1695298354571255 41.415728209350604, 2.17017595588184 41.41642302069491, 2.1710901720649294 41.417129468754496, 2.171791737500955 41.41819854335881, 2.17447613265102 41.42201274217208, 2.1745837129064123 41.42202796358766, 2.1755365161280475 41.42166099013263, 2.1759814725920736 41.42154102081842, 2.1769038331250745 41.42139302836484, 2.177049759812003 41.421413646933544, 2.1771290346330754 41.421478797355554, 2.1775521566979883 41.423748722915775, 2.1775282805173894 41.42388836629233, 2.1773833813383616 41.42420149362574, 2.177226345969829 41.427551454941074, 2.177234311633277 41.42772071704927, 2.1773323776442064 41.42808311242759, 2.177382237682536 41.430199870570206, 2.1773119747873713 41.43027832792304, 2.1771959715614475 41.430313844078505, 2.174882077826988 41.430346123371365, 2.1747596873019384 41.43038973403362, 2.1747004528832217 41.43067744000409, 2.1721302068073816 41.43531288638724, 2.172174191908216 41.43544316213388, 2.172926558901088 41.43641346522664, 2.1739486525929648 41.437422296088336, 2.174449693985718 41.438087766026115, 2.174521016660533 41.43811374146923, 2.1747428898320225 41.4381137557461, 2.1749250702003162 41.43823962542153, 2.174961056178405 41.438430336732324, 2.1748139623367977 41.43860209940571, 2.1750965122244663 41.4389048917741, 2.1751158819480825 41.43900783251968, 2.174159130430404 41.43999996225482, 2.173417880624923 41.440542385410865, 2.1731132825231834 41.44086526769856, 2.1728710141606786 41.441386994849466, 2.1727050033872857 41.442070241376, 2.171552786027296 41.44365345212072, 2.171501572680921 41.4436573240186, 2.170264811198832 41.443182772036465, 2.1701946417701934 41.4432182420067, 2.1696633733548754 41.444019761049674, 2.1696941533225917 41.44407766665391, 2.169853011954441 41.444132438896496, 2.1710743408998048 41.44447483830455, 2.1714401000079278 41.44373774453761, 2.1716806409133573 41.44338161688849, 2.171798474026594 41.44333679347278, 2.1741167988488357 41.44419826937687, 2.1742015758317423 41.44420405677218, 2.1749204479225233 41.44320231446988, 2.1754897141309417 41.442561054768795, 2.176347154282323 41.441792372177524, 2.1770142020646155 41.44131057839022, 2.1770281431757397 41.44125024711804, 2.174693791160891 41.43864314067417, 2.1744674355147398 41.43860467740528, 2.174311730531903 41.43849597592233, 2.1742678610921047 41.43833528373435, 2.1743514149817456 41.43814593394441, 2.1740914754268803 41.43777285468309, 2.173761031648662 41.43738037124734, 2.172779251379003 41.43639729242985, 2.1720888892983745 41.435470255676826, 2.172043372409647 41.435310748717285, 2.174627752440144 41.4306314041794, 2.174598377493947 41.430432218861085, 2.1743892972348147 41.43029351819517, 2.174338777504691 41.43020379293132, 2.1743165126949173 41.42907065708876, 2.174377004058539 41.42877159283637, 2.1745197556598344 41.42844478086297, 2.174698015469093 41.42815102839266, 2.175594453818472 41.42710883784275, 2.1758117268437105 41.42665448959554, 2.1761275206031074 41.425756264459864, 2.176216009863531 41.42546746297369, 2.1761916041932237 41.425275257380875, 2.176434015939781 41.42499190381286, 2.1764345455374188 41.424908255259155, 2.1730138582140017 41.42007425270978, 2.171016937639991 41.41713625558675, 2.1701008527648797 41.416442250820445, 2.169531463163399 41.415825952233675, 2.1693299903439147 41.415725794979224, 2.1690948373561505 41.41568461850218, 2.1682207782281258 41.41580740287354, 2.167975666387671 41.41578810339192, 2.167352900910879 41.4155383459566, 2.166834563813129 41.41528677370393, 2.1662474557237608 41.4151529243179, 2.165830807179744 41.414907155038094, 2.16471497183694 41.41477222245589, 2.1638221050484177 41.41460010328587, 2.1630754668353305 41.414400513475464, 2.1621968348738014 41.41410364150682, 2.1614466690030265 41.413752951026936, 2.161259194412243 41.41360626688821, 2.160946753810873 41.41345185987597, 2.1585791357117454 41.41197670147025, 2.157594046372515 41.41133936401844, 2.1573195221230934 41.41111589718414, 2.1563225139227002 41.410497587613605, 2.1551676581472714 41.409687282830376, 2.154166205999149 41.40928667288188, 2.151806929027415 41.408448374875796, 2.151152316797665 41.408183823315234, 2.150624273901946 41.40790661585529, 2.1500063186281255 41.40738724302426, 2.14993841378288 41.40728858346494, 2.1498720631342847 41.40704055861194, 2.1494729223356823 41.406651716772494, 2.1494323012490795 41.406556529865746, 2.1494626387535463 41.406492548596866, 2.149957945644958 41.40606084677928, 2.1499986893706837 41.405991857997684, 2.1500128551550834 41.4058510434815, 2.1499189048505145 41.405609297726265, 2.149904153959883 41.40545001893447, 2.1502850967588585 41.404408664525825, 2.150270599923757 41.40418143367084, 2.150207930874384 41.40407695267755, 2.149961427074652 41.40382935478175, 2.1498512576979314 41.40338821921374, 2.1472850600099265 41.40159663233471, 2.1472080917860685 41.401494782062166, 2.1472016765160573 41.40141626126175, 2.147292267408619 41.40128299072019, 2.1504177504910373 41.39919769089877, 2.150779857549186 41.39885405971269, 2.1511983068487637 41.398243419025185, 2.151720135923999 41.39769254226511, 2.1517568512963936 41.39758557861165, 2.1516795681528316 41.39749988371034, 2.150668409293366 41.39683630810078, 2.146074080504241 41.39397285409645, 2.1454022306781324 41.3934110162443, 2.145365961206736 41.39326382860569, 2.145495578473614 41.39309468360209, 2.145478574138678 41.39304162246288, 2.145122516159236 41.39294335082094, 2.1450228608675963 41.39294088149693, 2.1448990826769134 41.39297011051916, 2.144693166633349 41.39308317471037, 2.1445357425400005 41.393114954756996, 2.144379473043493 41.39310242623765, 2.1441710211792615 41.39301369350695, 2.144035815774004 41.392853381792285, 2.1440110776886825 41.3927230214191, 2.1440741120064257 41.392456777703906, 2.1440543175000344 41.39229421620942, 2.1437313183238156 41.39152375365536, 2.143493540509179 41.39081419326915, 2.142871523172375 41.388250711250386, 2.1426050898891122 41.38694854718893, 2.1424354921234716 41.38572416273649, 2.1420974886914066 41.380728372082615, 2.1421330937572 41.38067674291167, 2.1422658598700517 41.38060676538458, 2.142749351149357 41.38041845813793, 2.143079142908553 41.380246650961645, 2.1447860786411015 41.37895553410465, 2.1449538811060456 41.378893604062526, 2.1450996577919255 41.378953918064276, 2.1469987125678305 41.38038639769701, 2.1471182106549276 41.38042903915979, 2.1472824197348306 41.38039794296541, 2.1503651088666347 41.37807041177148, 2.1504029504023485 41.377987814917994, 2.1503437322797585 41.37786743328109, 2.1497672532744514 41.37743565837239))"
LINIES_BUS.fid-42611e8c_196631efc1c_5081,3051,250,D50,Paral·lel / Ciutat Meridiana,Paral·lel,Ciutat Meridiana,1,2,002,TB,3,BUS,7,5,Diagonals,10,250,1,Tots els dies,2025-04-23,93107E,C987BE,FFFFFF,"MULTILINESTRING ((2.166120553151028 41.37645618667634, 2.1611307161945046 41.38024901961998, 2.161069683430047 41.38033506928678, 2.1610796532268868 41.38039887460787, 2.1634784235586926 41.3822131997217, 2.163581574612498 41.38232065215446, 2.163657421213384 41.38245713562561, 2.164021512345915 41.38526222778804, 2.1640947641751747 41.385386847181394, 2.1647188771767416 41.38584939046613, 2.164854317900445 41.38591471488418, 2.164975386756108 41.3859316766751, 2.1669806236817717 41.38574791180975, 2.167783137335481 41.385739102286536, 2.169377979334969 41.38559309321822, 2.169702655897406 41.38562097095861, 2.1700880850219093 41.38576695993341, 2.1703847210040417 41.385961110738435, 2.1712238580831102 41.38692134702674, 2.1712639924132837 41.387035797213905, 2.1711882178069084 41.38718133588175, 2.168644560393292 41.38920556388429, 2.168563620239067 41.38940574810658, 2.168634601896924 41.389602624487985, 2.1706970147622453 41.39117865158493, 2.171183977380262 41.39147109158851, 2.171481919698077 41.39176065645071, 2.1744536687682694 41.394016367460175, 2.1746637114106355 41.39414365399435, 2.1750130622810198 41.3942879716346, 2.175731084455329 41.394401509868246, 2.1759612873234393 41.394472812522785, 2.17616677755682 41.39466262091286, 2.176239591701399 41.39495543560529, 2.1761523190315715 41.39515439972048, 2.1759018772429646 41.395341576298875, 2.175583476885613 41.39541417666684, 2.1750181365501557 41.39542327998421, 2.1748057474122002 41.39551302220533, 2.171044661950359 41.39835611448923, 2.171015195174463 41.39845862665677, 2.183260849379701 41.40762283683384, 2.1833298982754905 41.40772967806556, 2.1833162253961094 41.40784805667235, 2.1832620905059863 41.407916607067854, 2.177881008507918 41.41201476021399, 2.1778667107063887 41.41212489175204, 2.177934704791932 41.41222300034608, 2.179876588322949 41.413787488710646, 2.1806884024104574 41.41439694962295, 2.180854117242343 41.414559491684976, 2.1808718739382056 41.414661988508314, 2.1808290031228723 41.41486043697666, 2.1805010524472372 41.41606232178905, 2.1804560114008704 41.4174011712381, 2.18056313027088 41.418428326789424, 2.1809283958852754 41.41987742737824, 2.1809321556249848 41.42009456130438, 2.180845537151493 41.42032650910666, 2.180673207785984 41.4205703042998, 2.177476352474411 41.424006218368014, 2.177392988368305 41.424149517112795, 2.177225552032323 41.42763620949176, 2.1773323776442064 41.42808311242759, 2.1773908883903688 41.42982242976793, 2.177370371209588 41.43022215130705, 2.177293763850746 41.43028836721922, 2.1771959715614475 41.430313844078505, 2.174882077826988 41.430346123371365, 2.1747596873019384 41.43038973403362, 2.1747004528832217 41.43067744000409, 2.1721302068073816 41.43531288638724, 2.172174191908216 41.43544316213388, 2.172926558901088 41.43641346522664, 2.1739486525929648 41.437422296088336, 2.174449693985718 41.438087766026115, 2.174521016660533 41.43811374146923, 2.1747428898320225 41.4381137557461, 2.1748936299785186 41.43820237049696, 2.174961958376715 41.43832310055122, 2.174961056178405 41.438430336732324, 2.1748191213610353 41.43861534129642, 2.176259286794226 41.44013106849078, 2.177553936493877 41.44161523879297, 2.1782335472745706 41.44245488323494, 2.179605997548372 41.44562674133423, 2.1798387499154064 41.446302570156675, 2.1809274798282647 41.447727217334275, 2.1819046983386876 41.44855805736832, 2.1819795991413353 41.44857384817537, 2.184981978624468 41.44764628977284, 2.1851173097309737 41.44767565717296, 2.1860882691154613 41.44942687303011, 2.186422933438417 41.44995375067685, 2.18656537162486 41.45025798871343, 2.186730412031358 41.45046723245401, 2.1871463471125825 41.4508512968676, 2.1873166676877065 41.4510618992335, 2.1875409690771743 41.45141578309098, 2.187646085991849 41.45177977644589, 2.187649963203608 41.451870202355956, 2.187585551940726 41.45195373310685, 2.186704075801809 41.45237161517028, 2.1866085650085845 41.45248338012377, 2.186624688428198 41.45286733652578, 2.186766449230973 41.45319115513865, 2.186778336680938 41.45349633863827, 2.1868472990181598 41.45380916074767, 2.1870262420280406 41.45399808826509, 2.1873826712654725 41.45420736137136, 2.1875239506964634 41.454328724721094, 2.1876562194200204 41.45449630806497, 2.1877694423269496 41.45481537948275, 2.187760749522132 41.45502761466371, 2.187712137911442 41.45518426945618, 2.1875499962113 41.4554557176893, 2.187207335394781 41.4559079238693, 2.1866362559875876 41.45647932403406, 2.186256855105292 41.45675870552488, 2.185784077263191 41.45698684060535, 2.1849927918092398 41.457217023710584, 2.1849325782935747 41.45725730780416, 2.1846742177929834 41.45778985689449, 2.1843245429426426 41.45815819810927, 2.1814227167221194 41.46029557272069, 2.181105795134522 41.460593595799324, 2.1810422311140116 41.460722280662566, 2.1809090996628884 41.460793712487636, 2.180532827489908 41.4611805203473, 2.1802412887002127 41.46133314576497, 2.1796652391642755 41.46147552640554, 2.1792015095386748 41.461878275732914, 2.1791410028677722 41.461896399578535, 2.1790507754985833 41.461871814489506, 2.1769542597932605 41.4606280940226, 2.176808157415993 41.46048898197833, 2.1766285155377565 41.460117383198956, 2.1765126819238922 41.45997825576404, 2.1762640138089413 41.45982348563916, 2.1759700695777746 41.459744745121284, 2.1759272517849153 41.45967843230539, 2.1759443509496754 41.459630112836734, 2.1762974357628444 41.45934025907532, 2.176401136024546 41.459319779541005, 2.1764694324729246 41.45934171477486, 2.1777675854178664 41.460239728299676, 2.17968074213242 41.461361009187996, 2.1798438108857887 41.4613824917688, 2.180154726355591 41.461322005799424, 2.1803674193762017 41.46124021796202, 2.180525103958991 41.46113900866459, 2.1807710704879293 41.46088486724379, 2.180851358744935 41.460593640000056, 2.1811464421931333 41.460513347662335, 2.1824347687985757 41.459500347135524, 2.1841961217981662 41.458228950441814, 2.1844153115024563 41.45803788741803, 2.184704751980133 41.457699560832125, 2.184914273712887 41.45720728359021, 2.1850279235852654 41.457152395126066, 2.1853861360380376 41.45709467911529, 2.1858033441080225 41.45695474714831, 2.1862227021998786 41.456749774475945, 2.186479436954792 41.456568080237886, 2.1869359484038475 41.456163675555935, 2.1874954441030843 41.45548617357296, 2.18771420149618 41.45507945571273, 2.1877399090695557 41.4548423853371, 2.1877157412631925 41.454696078554676, 2.1876067015542273 41.45447843326461, 2.187472184221646 41.45432454428457, 2.186975616590359 41.453995617886115, 2.1867951597032325 41.45379938619452, 2.186744483185685 41.45322922748847, 2.1865808500477133 41.45279498539911, 2.1865854799037807 41.452448061032854, 2.186514839731949 41.452269706836475, 2.186544497527924 41.452212471615375, 2.1866498168761446 41.452177467316375, 2.186835376823441 41.452227511808836, 2.1869312320601173 41.45222361574236, 2.1879245041709865 41.45172645324844, 2.187954869387756 41.45119051804912, 2.1878806056331097 41.45047189486485, 2.187679559642704 41.44953141575976, 2.187393762013925 41.4487222338437, 2.187322907462189 41.448666977527346, 2.1871286539978003 41.44866937828974, 2.186298822951834 41.448831486036596, 2.186182041884807 41.44888040018, 2.1858525157946556 41.44910550298291, 2.1847073595404884 41.45007789899412, 2.1844998471022676 41.450193455884, 2.1836258321371593 41.45001554469395, 2.1833912978834924 41.44990975493128, 2.1809421727963496 41.44786504551217, 2.1802929866215393 41.44702543612288, 2.1794396001805345 41.44617708074994, 2.179328092525903 41.445800144464435, 2.1778446666515747 41.44238193890972, 2.17767359801961 41.4420191404966, 2.1775415449936024 41.44182697826533, 2.174693791160891 41.43864314067417, 2.1744674355147398 41.43860467740528, 2.174311730531903 41.43849597592233, 2.1742678610921047 41.43833528373435, 2.1743514149817456 41.43814593394441, 2.1740914754268803 41.43777285468309, 2.173761031648662 41.43738037124734, 2.172779251379003 41.43639729242985, 2.172050244005204 41.435396431953336, 2.172071085100608 41.43522939455661, 2.174627752440144 41.4306314041794, 2.174598377493947 41.430432218861085, 2.1743892972348147 41.43029351819517, 2.174338777504691 41.43020379293132, 2.1743153775742257 41.42917165859964, 2.174347404282141 41.42887011134763, 2.1745197556598344 41.42844478086297, 2.174698015469093 41.42815102839266, 2.175594453818472 41.42710883784275, 2.1758117268437105 41.42665448959554, 2.1761275206031074 41.425756264459864, 2.176216009863531 41.42546746297369, 2.1761981609950234 41.42525870956924, 2.180571530341117 41.42050813174623, 2.180667926484487 41.42032193964954, 2.1807435971181417 41.42002797868664, 2.1807337500952375 41.419728653262005, 2.1804546570244336 41.418607353026324, 2.1803366133909554 41.41766601495822, 2.1803068659881997 41.417092612248744, 2.1803202915304625 41.416388755224936, 2.1803849514928775 41.41590704503652, 2.180354982153507 41.41576948562515, 2.1802467972259474 41.41565634713151, 2.175600765919545 41.4121747876333, 2.1755495252177135 41.41210235186117, 2.175545000722257 41.41198410521759, 2.1756221372464353 41.411881044384295, 2.1809178502428512 41.40786889783577, 2.180971032385768 41.40773917187787, 2.1809147595320266 41.40764517473122, 2.170172915945781 41.39960956253834, 2.1699962410830738 41.399436146801456, 2.169790496919117 41.39912639080074, 2.1698453722600606 41.39904236683358, 2.170130075854963 41.39889155172615, 2.1747617501860197 41.39539638075657, 2.1748302845601013 41.39526832190206, 2.1748646613347105 41.394781357763584, 2.17494353134185 41.39460013326175, 2.1750197187783478 41.39451758480024, 2.175298367716907 41.3943946645563, 2.176072085969165 41.39433994501254, 2.176242366495585 41.39428067535865, 2.1788882945593833 41.3922792013247, 2.178918468183284 41.392166372668164, 2.1769488603344374 41.390671627910244, 2.1765204960517157 41.39041800394208, 2.174182497857 41.38954886556943, 2.173849506253424 41.38941923688091, 2.1735548474343847 41.38925867128026, 2.1725674749666477 41.38888582156433, 2.1719416563165366 41.388721079375856, 2.166386704042207 41.38662958326023, 2.1660432293727943 41.38652995022205, 2.1650751676561244 41.386162220265156, 2.1648909929929445 41.38606755784585, 2.163951894295992 41.38534523112992, 2.163752831550825 41.38416797051577, 2.1610140576599566 41.38209113186956, 2.161007117347418 41.38199096911848, 2.1610742498316506 41.38191530278993, 2.1631211521404676 41.380378031011084, 2.1632273395407617 41.38017626830016, 2.1630623647585328 41.3788812725298, 2.1629839942452023 41.37851561859256, 2.1610972499210392 41.37708578824007, 2.1610345536357807 41.376971007862224, 2.1610805723713007 41.37681066668322, 2.163129861085509 41.37526097005149, 2.16318421042707 41.375187489118346, 2.1632017498057046 41.37497094228121, 2.1632598645529244 41.37492129568536, 2.163385597946395 41.374893535194495, 2.1676476351057627 41.374888429893176, 2.1677835058332686 41.37492311868352, 2.1678728692329527 41.375031168812995, 2.1678096138912464 41.37516461584978, 2.16771776466667 41.375254233316134, 2.166120553151028 41.37645618667634))"
